Date ,Price ,Open ,High ,Low ,Vol. ,Change %
"Jul 06, 2012 ",344.62 ,346.77 ,347.17 ,341.89 ,1.40M ,-0.88%
"Jul 09, 2012 ",339.12 ,341.89 ,344.26 ,337.54 ,1.23M ,-1.60%
"Jul 10, 2012 ",337.89 ,340.79 ,343.56 ,337.01 ,1.49M ,-0.36%
"Jul 11, 2012 ",328.93 ,337.45 ,338.29 ,326.47 ,4.53M ,-2.65%
"Jul 12, 2012 ",315.70 ,323.39 ,324.27 ,312.45 ,4.76M ,-4.02%
"Jul 13, 2012 ",315.35 ,317.68 ,320.49 ,313.73 ,1.79M ,-0.11%
"Jul 16, 2012 ",312.63 ,314.61 ,317.68 ,311.27 ,1.06M ,-0.86%
"Jul 17, 2012 ",318.69 ,313.73 ,320.19 ,310.39 ,1.52M ,1.94%
"Jul 18, 2012 ",320.19 ,320.76 ,322.51 ,319.04 ,1.85M ,0.47%
"Jul 19, 2012 ",323.88 ,321.86 ,324.89 ,320.98 ,977.93K ,1.15%
"Jul 20, 2012 ",319.26 ,324.23 ,326.91 ,318.38 ,629.10K ,-1.43%
"Jul 23, 2012 ",313.24 ,316.89 ,317.86 ,310.21 ,759.57K ,-1.89%
"Jul 24, 2012 ",303.97 ,310.21 ,310.21 ,299.31 ,3.62M ,-2.96%
"Jul 25, 2012 ",297.60 ,304.06 ,307.49 ,293.78 ,3.22M ,-2.10%
"Jul 26, 2012 ",289.96 ,298.35 ,300.11 ,287.67 ,1.93M ,-2.57%
"Jul 27, 2012 ",293.87 ,292.68 ,296.33 ,291.49 ,1.51M ,1.35%
"Jul 30, 2012 ",292.37 ,294.39 ,297.07 ,285.87 ,2.62M ,-0.51%
"Jul 31, 2012 ",298.83 ,295.62 ,301.77 ,295.62 ,1.75M ,2.21%
"Aug 01, 2012 ",298.39 ,298.96 ,300.11 ,294.96 ,671.76K ,-0.15%
"Aug 02, 2012 ",298.83 ,297.03 ,300.11 ,296.24 ,534.15K ,0.15%
"Aug 03, 2012 ",305.07 ,297.47 ,306.04 ,295.27 ,1.12M ,2.09%
"Aug 06, 2012 ",303.88 ,307.57 ,310.21 ,301.91 ,1.15M ,-0.39%
"Aug 07, 2012 ",306.17 ,305.42 ,308.28 ,303.18 ,1.70M ,0.75%
"Aug 08, 2012 ",308.06 ,307.57 ,309.77 ,305.25 ,853.62K ,0.62%
"Aug 09, 2012 ",303.71 ,308.45 ,311.97 ,302.74 ,794.85K ,-1.41%
"Aug 10, 2012 ",307.31 ,302.48 ,309.33 ,301.69 ,603.80K ,1.19%
"Aug 13, 2012 ",312.50 ,305.82 ,313.42 ,305.25 ,668.66K ,1.69%
"Aug 14, 2012 ",312.41 ,312.85 ,314.21 ,309.69 ,549.87K ,-0.03%
"Aug 16, 2012 ",307.05 ,311.27 ,311.71 ,304.94 ,1.11M ,-1.72%
"Aug 17, 2012 ",310.65 ,307.05 ,311.53 ,304.50 ,1.07M ,1.17%
"Aug 21, 2012 ",312.63 ,308.15 ,315.05 ,308.15 ,1.13M ,0.64%
"Aug 22, 2012 ",311.53 ,311.97 ,314.12 ,307.80 ,1.63M ,-0.35%
"Aug 23, 2012 ",319.09 ,312.54 ,322.30 ,312.54 ,1.82M ,2.43%
"Aug 24, 2012 ",320.85 ,318.96 ,322.07 ,316.58 ,1.12M ,0.55%
"Aug 27, 2012 ",317.46 ,322.07 ,322.38 ,316.41 ,603.65K ,-1.06%
"Aug 28, 2012 ",319.57 ,316.80 ,320.76 ,315.49 ,779.41K ,0.66%
"Aug 29, 2012 ",320.01 ,319.88 ,324.27 ,317.68 ,1.16M ,0.14%
"Aug 30, 2012 ",324.27 ,319.88 ,325.15 ,318.21 ,1.56M ,1.33%
"Aug 31, 2012 ",318.65 ,324.27 ,327.35 ,316.85 ,1.65M ,-1.73%
"Sep 03, 2012 ",320.05 ,318.91 ,327.35 ,317.81 ,1.00M ,0.44%
"Sep 04, 2012 ",319.04 ,319.00 ,321.64 ,316.71 ,559.43K ,-0.32%
"Sep 05, 2012 ",318.21 ,317.24 ,319.88 ,314.34 ,690.77K ,-0.26%
"Sep 06, 2012 ",331.70 ,318.56 ,333.06 ,316.98 ,1.95M ,4.24%
"Sep 07, 2012 ",332.01 ,335.26 ,338.16 ,331.21 ,1.15M ,0.09%
"Sep 10, 2012 ",330.82 ,333.94 ,335.96 ,329.55 ,706.57K ,-0.36%
"Sep 11, 2012 ",329.41 ,328.23 ,331.30 ,327.00 ,558.29K ,-0.43%
"Sep 12, 2012 ",337.94 ,331.52 ,339.21 ,329.81 ,1.00M ,2.59%
"Sep 13, 2012 ",340.88 ,340.18 ,342.16 ,338.77 ,679.51K ,0.87%
"Sep 14, 2012 ",344.09 ,347.96 ,347.96 ,340.57 ,2.10M ,0.94%
"Sep 17, 2012 ",338.16 ,345.71 ,347.08 ,334.38 ,1.08M ,-1.72%
"Sep 18, 2012 ",324.89 ,337.63 ,338.33 ,323.96 ,2.26M ,-3.92%
"Sep 20, 2012 ",327.83 ,325.15 ,329.55 ,323.39 ,2.02M ,0.90%
"Sep 21, 2012 ",332.18 ,329.02 ,336.18 ,326.91 ,1.56M ,1.33%
"Sep 24, 2012 ",334.33 ,329.81 ,337.15 ,326.12 ,2.12M ,0.65%
"Sep 25, 2012 ",331.52 ,334.12 ,336.57 ,330.03 ,1.24M ,-0.84%
"Sep 26, 2012 ",333.81 ,330.56 ,335.26 ,330.56 ,538.10K ,0.69%
"Sep 27, 2012 ",330.16 ,333.85 ,334.20 ,323.39 ,2.04M ,-1.09%
"Sep 28, 2012 ",334.86 ,332.18 ,337.15 ,332.18 ,2.11M ,1.42%
"Oct 01, 2012 ",336.31 ,333.06 ,339.56 ,331.74 ,1.36M ,0.43%
"Oct 03, 2012 ",334.16 ,337.67 ,340.31 ,333.24 ,2.13M ,-0.64%
"Oct 04, 2012 ",336.49 ,335.70 ,338.33 ,332.67 ,1.43M ,0.70%
"Oct 05, 2012 ",328.01 ,337.06 ,337.98 ,281.65 ,1.93M ,-2.52%
"Oct 08, 2012 ",321.11 ,326.91 ,327.70 ,319.66 ,961.56K ,-2.10%
"Oct 09, 2012 ",322.65 ,322.51 ,323.66 ,316.76 ,1.09M ,0.48%
"Oct 10, 2012 ",317.11 ,320.62 ,321.55 ,316.36 ,1.53M ,-1.72%
"Oct 11, 2012 ",314.82 ,318.12 ,320.32 ,314.21 ,2.96M ,-0.72%
"Oct 12, 2012 ",309.38 ,311.97 ,312.76 ,306.74 ,2.59M ,-1.73%
"Oct 15, 2012 ",309.25 ,308.45 ,310.78 ,308.24 ,596.36K ,-0.04%
"Oct 16, 2012 ",309.60 ,310.30 ,314.08 ,308.45 ,740.77K ,0.11%
"Oct 17, 2012 ",309.38 ,310.69 ,312.41 ,307.36 ,1.06M ,-0.07%
"Oct 18, 2012 ",304.15 ,309.69 ,309.95 ,302.83 ,2.19M ,-1.69%
"Oct 19, 2012 ",302.79 ,305.47 ,307.14 ,301.42 ,1.44M ,-0.45%
"Oct 22, 2012 ",301.95 ,304.94 ,305.33 ,300.37 ,1.05M ,-0.28%
"Oct 23, 2012 ",301.34 ,300.59 ,303.18 ,299.75 ,1.12M ,-0.20%
"Oct 25, 2012 ",298.88 ,302.74 ,305.91 ,298.08 ,3.81M ,-0.82%
"Oct 26, 2012 ",295.32 ,298.61 ,298.88 ,293.87 ,1.61M ,-1.19%
"Oct 29, 2012 ",303.05 ,298.79 ,304.02 ,297.03 ,1.79M ,2.62%
"Oct 30, 2012 ",305.42 ,303.40 ,306.74 ,300.15 ,2.79M ,0.78%
"Oct 31, 2012 ",308.15 ,305.91 ,312.19 ,305.91 ,1.97M ,0.89%
"Nov 01, 2012 ",317.46 ,305.82 ,321.64 ,305.82 ,6.80M ,3.02%
"Nov 02, 2012 ",320.41 ,325.15 ,327.74 ,314.87 ,5.10M ,0.93%
"Nov 05, 2012 ",318.56 ,320.71 ,322.95 ,316.76 ,863.13K ,-0.58%
"Nov 06, 2012 ",321.64 ,318.56 ,322.82 ,316.36 ,1.25M ,0.97%
"Nov 07, 2012 ",323.26 ,321.64 ,326.03 ,321.24 ,1.11M ,0.50%
"Nov 08, 2012 ",329.90 ,320.67 ,330.86 ,259.24 ,2.35M ,2.05%
"Nov 09, 2012 ",325.85 ,329.94 ,332.23 ,324.49 ,934.74K ,-1.23%
"Nov 12, 2012 ",324.05 ,325.33 ,327.88 ,322.56 ,718.91K ,-0.55%
"Nov 13, 2012 ",324.45 ,325.15 ,327.52 ,322.60 ,126.77K ,0.12%
"Nov 15, 2012 ",317.90 ,323.57 ,324.58 ,316.58 ,564.97K ,-2.02%
"Nov 16, 2012 ",315.57 ,317.24 ,321.46 ,314.61 ,576.26K ,-0.73%
"Nov 19, 2012 ",314.74 ,314.91 ,318.47 ,312.10 ,625.30K ,-0.26%
"Nov 20, 2012 ",317.90 ,317.24 ,319.70 ,313.02 ,666.35K ,1.00%
"Nov 21, 2012 ",322.34 ,317.77 ,323.39 ,317.15 ,663.87K ,1.40%
"Nov 22, 2012 ",325.85 ,323.52 ,327.44 ,321.90 ,714.42K ,1.09%
"Nov 23, 2012 ",322.38 ,326.91 ,330.12 ,320.76 ,715.71K ,-1.06%
"Nov 26, 2012 ",329.94 ,323.39 ,331.04 ,322.51 ,1.39M ,2.35%
"Nov 27, 2012 ",333.02 ,330.42 ,334.51 ,330.12 ,1.85M ,0.93%
"Nov 29, 2012 ",339.52 ,331.79 ,342.60 ,331.52 ,2.88M ,1.95%
"Nov 30, 2012 ",345.58 ,338.60 ,348.00 ,338.20 ,1.95M ,1.78%
"Dec 03, 2012 ",346.77 ,345.45 ,349.27 ,345.36 ,1.19M ,0.34%
"Dec 04, 2012 ",341.06 ,347.21 ,351.47 ,338.82 ,1.06M ,-1.65%
"Dec 05, 2012 ",334.77 ,341.45 ,343.74 ,332.97 ,1.39M ,-1.84%
"Dec 06, 2012 ",333.81 ,336.27 ,336.57 ,329.72 ,1.03M ,-0.29%
"Dec 07, 2012 ",334.12 ,336.27 ,336.27 ,332.62 ,844.81K ,0.09%
"Dec 10, 2012 ",335.79 ,342.60 ,342.73 ,334.82 ,1.21M ,0.50%
"Dec 11, 2012 ",333.54 ,337.89 ,340.88 ,328.93 ,1.21M ,-0.67%
"Dec 12, 2012 ",329.37 ,335.17 ,338.77 ,326.64 ,1.60M ,-1.25%
"Dec 13, 2012 ",328.31 ,329.37 ,333.41 ,327.57 ,1.04M ,-0.32%
"Dec 14, 2012 ",330.38 ,327.22 ,331.92 ,327.22 ,772.09K ,0.63%
"Dec 17, 2012 ",325.33 ,331.30 ,332.18 ,321.99 ,1.15M ,-1.53%
"Dec 18, 2012 ",330.29 ,325.81 ,333.50 ,323.35 ,1.22M ,1.52%
"Dec 19, 2012 ",339.34 ,331.35 ,340.18 ,329.15 ,935.91K ,2.74%
"Dec 20, 2012 ",335.74 ,340.53 ,343.61 ,333.19 ,1.19M ,-1.06%
"Dec 21, 2012 ",333.46 ,332.44 ,337.37 ,331.39 ,818.38K ,-0.68%
"Dec 24, 2012 ",339.17 ,334.07 ,340.00 ,334.07 ,572.44K ,1.71%
"Dec 26, 2012 ",338.38 ,337.54 ,339.08 ,335.30 ,716.11K ,-0.23%
"Dec 27, 2012 ",338.77 ,340.53 ,340.97 ,335.92 ,1.35M ,0.12%
"Dec 28, 2012 ",344.53 ,339.34 ,345.32 ,339.34 ,781.50K ,1.70%
"Dec 31, 2012 ",346.68 ,345.98 ,350.20 ,345.01 ,2.33M ,0.62%
"Jan 01, 2013 ",348.79 ,348.04 ,350.64 ,343.74 ,796.40K ,0.61%
"Jan 02, 2013 ",346.02 ,350.02 ,350.86 ,344.22 ,856.20K ,-0.79%
"Jan 03, 2013 ",349.58 ,347.56 ,350.64 ,346.11 ,1.74M ,1.03%
"Jan 04, 2013 ",354.72 ,350.55 ,355.82 ,349.45 ,1.70M ,1.47%
"Jan 07, 2013 ",355.87 ,354.81 ,358.98 ,354.19 ,1.25M ,0.32%
"Jan 08, 2013 ",349.89 ,354.06 ,355.69 ,347.65 ,1.09M ,-1.68%
"Jan 09, 2013 ",348.92 ,349.98 ,352.31 ,345.85 ,1.44M ,-0.28%
"Jan 10, 2013 ",347.65 ,350.46 ,356.61 ,345.80 ,1.86M ,-0.36%
"Jan 11, 2013 ",369.05 ,356.79 ,371.55 ,355.51 ,4.51M ,6.16%
"Jan 14, 2013 ",368.34 ,371.77 ,373.40 ,366.76 ,1.58M ,-0.19%
"Jan 15, 2013 ",369.93 ,370.41 ,372.25 ,366.45 ,976.94K ,0.43%
"Jan 16, 2013 ",369.05 ,369.97 ,373.48 ,365.84 ,1.54M ,-0.24%
"Jan 17, 2013 ",378.49 ,372.61 ,383.59 ,371.20 ,3.90M ,2.56%
"Jan 18, 2013 ",349.19 ,384.91 ,386.31 ,347.34 ,8.01M ,-7.74%
"Jan 21, 2013 ",349.36 ,352.44 ,353.10 ,345.58 ,2.88M ,0.05%
"Jan 22, 2013 ",350.42 ,349.89 ,354.37 ,347.91 ,2.23M ,0.30%
"Jan 23, 2013 ",353.05 ,349.10 ,354.11 ,348.83 ,1.55M ,0.75%
"Jan 24, 2013 ",355.87 ,353.27 ,358.55 ,353.10 ,1.48M ,0.80%
"Jan 25, 2013 ",358.24 ,355.03 ,358.90 ,352.04 ,1.27M ,0.67%
"Jan 28, 2013 ",363.42 ,358.46 ,366.67 ,356.35 ,1.43M ,1.45%
"Jan 29, 2013 ",359.12 ,360.52 ,362.94 ,356.30 ,1.23M ,-1.18%
"Jan 30, 2013 ",364.56 ,358.37 ,366.37 ,356.04 ,1.03M ,1.51%
"Jan 31, 2013 ",361.67 ,362.15 ,365.14 ,357.31 ,1.36M ,-0.79%
"Feb 01, 2013 ",358.19 ,360.30 ,363.33 ,357.71 ,1.11M ,-0.96%
"Feb 04, 2013 ",358.63 ,358.81 ,360.61 ,356.66 ,1.02M ,0.12%
"Feb 05, 2013 ",357.67 ,356.79 ,358.50 ,353.80 ,800.83K ,-0.27%
"Feb 06, 2013 ",356.48 ,359.16 ,360.26 ,353.36 ,832.79K ,-0.33%
"Feb 07, 2013 ",356.52 ,354.15 ,358.19 ,352.39 ,478.64K ,0.01%
"Feb 08, 2013 ",362.41 ,358.55 ,365.14 ,354.37 ,1.06M ,1.65%
"Feb 11, 2013 ",359.86 ,363.82 ,369.84 ,358.63 ,1.48M ,-0.70%
"Feb 12, 2013 ",361.93 ,360.30 ,363.55 ,356.13 ,845.27K ,0.58%
"Feb 13, 2013 ",359.82 ,362.28 ,365.49 ,357.14 ,1.10M ,-0.58%
"Feb 14, 2013 ",347.82 ,356.08 ,356.79 ,346.24 ,2.92M ,-3.34%
"Feb 15, 2013 ",350.86 ,347.12 ,353.62 ,338.42 ,1.54M ,0.87%
"Feb 18, 2013 ",354.06 ,349.54 ,355.03 ,345.94 ,1.14M ,0.91%
"Feb 19, 2013 ",360.96 ,355.07 ,362.15 ,352.04 ,946.71K ,1.95%
"Feb 20, 2013 ",362.32 ,361.18 ,365.05 ,359.29 ,1.03M ,0.38%
"Feb 21, 2013 ",356.61 ,360.43 ,366.06 ,354.90 ,1.34M ,-1.58%
"Feb 22, 2013 ",365.53 ,355.47 ,367.73 ,354.28 ,2.17M ,2.50%
"Feb 25, 2013 ",368.30 ,365.75 ,374.19 ,365.75 ,1.85M ,0.76%
"Feb 26, 2013 ",365.49 ,366.41 ,369.57 ,362.81 ,1.45M ,-0.76%
"Feb 27, 2013 ",367.77 ,367.33 ,371.42 ,363.07 ,1.55M ,0.62%
"Feb 28, 2013 ",365.93 ,369.09 ,373.92 ,361.62 ,2.88M ,-0.50%
"Mar 01, 2013 ",370.58 ,369.09 ,373.92 ,367.68 ,1.31M ,1.27%
"Mar 04, 2013 ",368.65 ,369.13 ,373.31 ,367.46 ,1.33M ,-0.52%
"Mar 05, 2013 ",380.56 ,369.13 ,381.96 ,368.21 ,2.55M ,3.23%
"Mar 06, 2013 ",388.34 ,380.95 ,391.94 ,380.91 ,1.99M ,2.04%
"Mar 07, 2013 ",394.88 ,389.39 ,397.92 ,389.39 ,2.74M ,1.68%
"Mar 08, 2013 ",391.37 ,394.49 ,400.73 ,390.44 ,2.58M ,-0.89%
"Mar 11, 2013 ",386.27 ,389.08 ,394.97 ,384.56 ,1.57M ,-1.30%
"Mar 12, 2013 ",385.48 ,386.75 ,389.92 ,381.66 ,1.12M ,-0.20%
"Mar 13, 2013 ",386.05 ,384.82 ,391.28 ,382.62 ,1.27M ,0.15%
"Mar 14, 2013 ",385.35 ,386.05 ,389.96 ,381.75 ,1.04M ,-0.18%
"Mar 15, 2013 ",387.50 ,385.70 ,389.04 ,383.28 ,807.88K ,0.56%
"Mar 18, 2013 ",381.09 ,385.26 ,387.41 ,379.64 ,508.33K ,-1.65%
"Mar 19, 2013 ",381.09 ,382.27 ,385.70 ,377.62 ,727.25K ,0.00%
"Mar 20, 2013 ",377.83 ,380.82 ,382.93 ,374.71 ,1.51M ,-0.86%
"Mar 21, 2013 ",382.05 ,378.32 ,384.25 ,375.55 ,1.01M ,1.12%
"Mar 22, 2013 ",382.89 ,382.54 ,386.18 ,377.13 ,1.18M ,0.22%
"Mar 25, 2013 ",379.06 ,386.05 ,387.02 ,377.48 ,1.59M ,-1.00%
"Mar 26, 2013 ",384.87 ,379.20 ,387.63 ,374.80 ,1.20M ,1.53%
"Mar 28, 2013 ",384.16 ,381.35 ,388.34 ,379.11 ,3.36M ,-0.18%
"Apr 01, 2013 ",378.76 ,384.29 ,388.20 ,376.21 ,875.53K ,-1.41%
"Apr 02, 2013 ",395.15 ,378.76 ,396.51 ,375.86 ,1.90M ,4.33%
"Apr 03, 2013 ",394.22 ,392.91 ,399.58 ,391.94 ,1.96M ,-0.24%
"Apr 04, 2013 ",391.15 ,392.82 ,396.99 ,387.98 ,1.63M ,-0.78%
"Apr 05, 2013 ",399.50 ,387.98 ,406.88 ,385.57 ,1.81M ,2.13%
"Apr 08, 2013 ",394.40 ,396.77 ,400.73 ,377.48 ,6.14M ,-1.28%
"Apr 09, 2013 ",393.70 ,407.00 ,418.00 ,390.25 ,7.09M ,-0.18%
"Apr 10, 2013 ",402.25 ,395.10 ,404.80 ,395.10 ,2.44M ,2.17%
"Apr 11, 2013 ",402.95 ,407.40 ,408.00 ,399.00 ,1.28M ,0.17%
"Apr 12, 2013 ",383.80 ,389.90 ,390.00 ,379.05 ,3.88M ,-4.75%
"Apr 15, 2013 ",379.10 ,383.90 ,392.65 ,376.30 ,1.58M ,-1.22%
"Apr 16, 2013 ",381.35 ,378.50 ,383.10 ,376.70 ,687.01K ,0.59%
"Apr 17, 2013 ",374.55 ,385.00 ,385.45 ,371.20 ,1.14M ,-1.78%
"Apr 18, 2013 ",369.05 ,373.25 ,377.90 ,362.30 ,2.55M ,-1.47%
"Apr 22, 2013 ",339.40 ,346.30 ,348.00 ,327.50 ,8.95M ,-8.03%
"Apr 23, 2013 ",342.75 ,342.25 ,347.90 ,340.10 ,1.74M ,0.99%
"Apr 25, 2013 ",335.50 ,343.00 ,344.95 ,332.70 ,2.42M ,-2.12%
"Apr 26, 2013 ",330.20 ,336.20 ,339.00 ,327.75 ,1.48M ,-1.58%
"Apr 29, 2013 ",342.00 ,331.00 ,342.90 ,327.20 ,1.73M ,3.57%
"Apr 30, 2013 ",348.35 ,344.15 ,350.00 ,339.25 ,1.53M ,1.86%
"May 02, 2013 ",352.25 ,348.00 ,355.50 ,343.45 ,1.55M ,1.12%
"May 03, 2013 ",355.25 ,350.65 ,357.85 ,349.20 ,1.27M ,0.85%
"May 06, 2013 ",357.35 ,356.90 ,361.45 ,353.70 ,1.15M ,0.59%
"May 07, 2013 ",350.80 ,358.00 ,360.00 ,349.05 ,2.34M ,-1.83%
"May 08, 2013 ",351.05 ,352.00 ,354.40 ,347.25 ,1.05M ,0.07%
"May 09, 2013 ",354.80 ,352.40 ,357.00 ,352.00 ,1.26M ,1.07%
"May 10, 2013 ",355.00 ,356.55 ,357.15 ,352.60 ,1.51M ,0.06%
"May 13, 2013 ",347.95 ,355.00 ,355.60 ,346.20 ,1.34M ,-1.99%
"May 14, 2013 ",347.65 ,348.00 ,350.50 ,344.60 ,522.39K ,-0.09%
"May 15, 2013 ",346.15 ,347.25 ,351.50 ,341.50 ,1.54M ,-0.43%
"May 16, 2013 ",346.45 ,346.50 ,347.35 ,342.55 ,1.92M ,0.09%
"May 17, 2013 ",344.00 ,346.00 ,349.40 ,338.60 ,1.10M ,-0.71%
"May 20, 2013 ",337.95 ,341.25 ,341.85 ,334.15 ,4.59M ,-1.76%
"May 21, 2013 ",338.90 ,338.05 ,343.75 ,336.05 ,1.52M ,0.28%
"May 22, 2013 ",342.05 ,339.40 ,343.60 ,339.10 ,1.44M ,0.93%
"May 23, 2013 ",337.10 ,341.05 ,342.55 ,331.80 ,2.16M ,-1.45%
"May 24, 2013 ",336.20 ,338.55 ,342.40 ,332.80 ,669.85K ,-0.27%
"May 27, 2013 ",340.25 ,337.00 ,342.00 ,333.00 ,1.23M ,1.20%
"May 28, 2013 ",340.10 ,338.70 ,343.45 ,336.00 ,1.33M ,-0.04%
"May 29, 2013 ",339.35 ,339.00 ,344.30 ,336.05 ,1.71M ,-0.22%
"May 30, 2013 ",336.10 ,337.55 ,342.30 ,334.50 ,1.17M ,-0.96%
"May 31, 2013 ",327.65 ,337.75 ,339.85 ,314.85 ,2.72M ,-2.51%
"Jun 03, 2013 ",324.95 ,330.10 ,334.00 ,323.10 ,1.47M ,-0.82%
"Jun 04, 2013 ",330.90 ,326.35 ,333.85 ,326.35 ,959.62K ,1.83%
"Jun 05, 2013 ",325.00 ,332.00 ,332.70 ,324.05 ,1.01M ,-1.78%
"Jun 06, 2013 ",330.00 ,324.00 ,331.25 ,323.10 ,1.36M ,1.54%
"Jun 07, 2013 ",334.90 ,328.00 ,339.00 ,328.00 ,817.16K ,1.48%
"Jun 10, 2013 ",343.25 ,337.00 ,344.90 ,336.80 ,1.04M ,2.49%
"Jun 11, 2013 ",345.05 ,344.10 ,347.00 ,319.90 ,2.33M ,0.52%
"Jun 12, 2013 ",344.35 ,345.75 ,346.00 ,341.00 ,1.11M ,-0.20%
"Jun 13, 2013 ",340.00 ,340.00 ,341.00 ,332.00 ,679.08K ,-1.26%
"Jun 14, 2013 ",337.55 ,330.25 ,342.80 ,330.25 ,1.21M ,-0.72%
"Jun 17, 2013 ",338.05 ,337.60 ,340.00 ,332.00 ,538.89K ,0.15%
"Jun 18, 2013 ",341.20 ,338.10 ,342.00 ,337.20 ,440.49K ,0.93%
"Jun 19, 2013 ",343.50 ,342.00 ,344.70 ,337.50 ,942.35K ,0.67%
"Jun 20, 2013 ",347.50 ,344.00 ,349.40 ,341.40 ,4.00M ,1.16%
"Jun 21, 2013 ",348.40 ,345.90 ,351.00 ,344.90 ,3.64M ,0.26%
"Jun 24, 2013 ",346.55 ,348.00 ,349.90 ,330.95 ,1.30M ,-0.53%
"Jun 25, 2013 ",343.75 ,346.00 ,346.00 ,336.00 ,1.37M ,-0.81%
"Jun 26, 2013 ",348.10 ,343.30 ,349.40 ,340.00 ,1.24M ,1.27%
"Jun 27, 2013 ",347.10 ,348.00 ,351.70 ,343.00 ,1.90M ,-0.29%
"Jun 28, 2013 ",349.00 ,351.90 ,352.00 ,341.00 ,1.91M ,0.55%
"Jul 01, 2013 ",351.25 ,349.00 ,352.00 ,345.50 ,834.27K ,0.64%
"Jul 02, 2013 ",352.95 ,352.00 ,354.70 ,349.15 ,1.87M ,0.48%
"Jul 03, 2013 ",343.35 ,352.00 ,353.90 ,341.50 ,972.95K ,-2.72%
"Jul 04, 2013 ",349.65 ,346.00 ,350.90 ,345.00 ,1.07M ,1.83%
"Jul 05, 2013 ",350.95 ,351.15 ,351.90 ,348.00 ,1.61M ,0.37%
"Jul 08, 2013 ",355.50 ,346.25 ,357.70 ,346.25 ,1.59M ,1.30%
"Jul 09, 2013 ",360.15 ,355.20 ,361.00 ,355.00 ,1.15M ,1.31%
"Jul 10, 2013 ",364.85 ,360.00 ,365.35 ,360.00 ,1.62M ,1.31%
"Jul 11, 2013 ",364.00 ,366.85 ,368.80 ,362.60 ,1.25M ,-0.23%
"Jul 12, 2013 ",375.60 ,370.00 ,380.00 ,367.75 ,2.08M ,3.19%
"Jul 15, 2013 ",381.90 ,374.90 ,383.40 ,374.90 ,1.20M ,1.68%
"Jul 16, 2013 ",375.40 ,375.60 ,384.95 ,371.00 ,1.14M ,-1.70%
"Jul 17, 2013 ",387.10 ,376.00 ,390.35 ,375.15 ,1.33M ,3.12%
"Jul 18, 2013 ",385.85 ,386.20 ,394.00 ,382.60 ,1.11M ,-0.32%
"Jul 19, 2013 ",391.40 ,390.00 ,393.00 ,387.05 ,1.28M ,1.44%
"Jul 22, 2013 ",392.95 ,391.00 ,394.50 ,385.80 ,1.00M ,0.40%
"Jul 23, 2013 ",384.20 ,392.75 ,397.50 ,381.85 ,1.41M ,-2.23%
"Jul 24, 2013 ",392.35 ,382.00 ,394.45 ,380.00 ,1.58M ,2.12%
"Jul 25, 2013 ",376.25 ,392.00 ,393.95 ,369.30 ,2.61M ,-4.10%
"Jul 26, 2013 ",381.95 ,380.10 ,387.65 ,368.00 ,2.53M ,1.51%
"Jul 29, 2013 ",408.05 ,401.00 ,418.00 ,391.60 ,6.39M ,6.83%
"Jul 30, 2013 ",418.80 ,410.00 ,423.00 ,408.05 ,3.20M ,2.63%
"Jul 31, 2013 ",438.00 ,420.00 ,441.00 ,420.00 ,3.61M ,4.58%
"Aug 01, 2013 ",436.40 ,438.00 ,443.80 ,427.50 ,1.97M ,-0.37%
"Aug 02, 2013 ",438.70 ,436.25 ,451.70 ,434.40 ,2.04M ,0.53%
"Aug 05, 2013 ",449.25 ,438.00 ,451.00 ,434.55 ,2.50M ,2.40%
"Aug 06, 2013 ",451.30 ,447.25 ,463.70 ,447.20 ,3.37M ,0.46%
"Aug 07, 2013 ",451.05 ,450.00 ,462.70 ,445.75 ,3.28M ,-0.06%
"Aug 08, 2013 ",447.15 ,448.00 ,450.00 ,432.90 ,2.01M ,-0.86%
"Aug 12, 2013 ",454.70 ,443.00 ,455.05 ,443.00 ,1.65M ,1.69%
"Aug 13, 2013 ",467.60 ,454.00 ,469.45 ,454.00 ,1.99M ,2.84%
"Aug 14, 2013 ",460.10 ,466.25 ,472.90 ,454.10 ,1.41M ,-1.60%
"Aug 16, 2013 ",456.50 ,456.70 ,467.90 ,453.35 ,2.63M ,-0.78%
"Aug 19, 2013 ",456.45 ,455.30 ,464.00 ,451.80 ,1.33M ,-0.01%
"Aug 20, 2013 ",448.25 ,453.20 ,460.00 ,441.80 ,2.06M ,-1.80%
"Aug 21, 2013 ",441.95 ,447.60 ,452.85 ,437.80 ,1.56M ,-1.41%
"Aug 22, 2013 ",444.70 ,440.00 ,448.85 ,435.50 ,1.47M ,0.62%
"Aug 23, 2013 ",448.20 ,444.15 ,451.00 ,437.55 ,2.62M ,0.79%
"Aug 26, 2013 ",459.10 ,449.50 ,466.00 ,449.50 ,2.65M ,2.43%
"Aug 27, 2013 ",454.95 ,459.55 ,465.60 ,451.60 ,2.35M ,-0.90%
"Aug 28, 2013 ",471.45 ,458.45 ,474.05 ,458.00 ,4.76M ,3.63%
"Aug 29, 2013 ",473.45 ,472.00 ,479.90 ,462.25 ,4.61M ,0.42%
"Aug 30, 2013 ",483.60 ,475.25 ,495.00 ,468.55 ,10.85M ,2.14%
"Sep 02, 2013 ",484.45 ,483.05 ,489.60 ,480.75 ,2.28M ,0.18%
"Sep 03, 2013 ",479.35 ,485.25 ,500.60 ,473.50 ,2.74M ,-1.05%
"Sep 04, 2013 ",481.30 ,481.25 ,492.50 ,476.50 ,3.49M ,0.41%
